accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors
KU745534	KU745534.1	GenBank		13969/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745535	KU745535.1	GenBank		14007/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745536	KU745536.1	GenBank		14012/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745537	KU745537.1	GenBank		3791A/2013	Asia		2013-08-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745538	KU745538.1	GenBank		4068A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745539	KU745539.1	GenBank		4086A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745540	KU745540.1	GenBank		4400A/2015	Asia		2015-04-XX	2019-02-28	2019-02-28	4089	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745541	KU745541.1	GenBank		4436A/2015	Asia		2015-05-XX	2019-02-28	2019-02-28	4089	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745542	KU745542.1	GenBank		4446A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	4095	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745543	KU745543.1	GenBank		4449A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745544	KU745544.1	GenBank		4450A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745545	KU745545.1	GenBank		4452A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745546	KU745546.1	GenBank		4467A/2015	Asia		2015-07-XX	2019-02-28	2019-02-28	4089	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745547	KU745547.1	GenBank		HB14018d7/2014	Asia	Harbin	2014-XX-XX	2019-02-28	2019-02-28	4077	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Heilongjiang	Jia et al.
KU745548	KU745548.1	GenBank		SZ14014d3/2014	Asia	Shenzhen	2014-XX-XX	2019-02-28	2019-02-28	4077	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Guangdong	Jia et al.
KU745549	KU745549.1	GenBank		13963/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745550	KU745550.1	GenBank		13969/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745551	KU745551.1	GenBank		14007/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745552	KU745552.1	GenBank		14012/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745553	KU745553.1	GenBank		3791A/2013	Asia		2013-08-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745554	KU745554.1	GenBank		4068A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745555	KU745555.1	GenBank		4086A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745556	KU745556.1	GenBank		4400A/2015	Asia		2015-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745557	KU745557.1	GenBank		4436A/2015	Asia		2015-05-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745558	KU745558.1	GenBank		4446A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745559	KU745559.1	GenBank		4449A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745560	KU745560.1	GenBank		4450A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745561	KU745561.1	GenBank		4452A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745562	KU745562.1	GenBank		4467A/2015	Asia		2015-07-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745563	KU745563.1	GenBank		HB14018d7/2014	Asia		2014-XX-XX	2019-02-28	2019-02-28	2783	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745564	KU745564.1	GenBank		SZ14034d5/2014	Asia		2014-XX-XX	2019-02-28	2019-02-28	2783	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745565	KU745565.1	GenBank		13963/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745566	KU745566.1	GenBank		13969/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745567	KU745567.1	GenBank		14007/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745568	KU745568.1	GenBank		14012/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745569	KU745569.1	GenBank		3791A/2013	Asia		2013-08-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745570	KU745570.1	GenBank		4068A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745571	KU745571.1	GenBank		4086A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745572	KU745572.1	GenBank		4400A/2015	Asia		2015-04-XX	2019-02-28	2019-02-28	1344	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745573	KU745573.1	GenBank		4436A/2015	Asia		2015-05-XX	2019-02-28	2019-02-28	1344	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745574	KU745574.1	GenBank		4446A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745575	KU745575.1	GenBank		4449A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745576	KU745576.1	GenBank		4450A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745577	KU745577.1	GenBank		4452A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745578	KU745578.1	GenBank		4467A/2015	Asia		2015-07-XX	2019-02-28	2019-02-28	1344	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.
KU745579	KU745579.1	GenBank		HB14018d7/2014	Asia	Harbin	2014-XX-XX	2019-02-28	2019-02-28	1347	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Heilongjiang	Jia et al.
KU745580	KU745580.1	GenBank		SZ14014d3/2014	Asia	Shenzhen	2014-XX-XX	2019-02-28	2019-02-28	1347	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Guangdong	Jia et al.
KX344031	KX344031.1	GenBank		LRTI_238	North America		2011-02-09	2016-09-11	2016-09-11	30713	Homo sapiens		oronasopharynx		Taboada,B.,Isa,P.A.,Espinoza,M.A.,Aponte,F.,Arias-Ortiz,M.,Monge-Martinez,J.,Rodriguez-Vazque,R.,Diaz-Hernandez,F.,Zarate-Vidal,F.,Wong-Chew,R.M.,Firo-Reyes,V.,Rio-Almendarez,C.,Gaitan-Meza,J.,Villasenor-Sierra,A.,Martinez-Aguilar,G.,Salas-Mier,M.C.,Noyola,D.E.,Perez-Gonzalez,L.F.,Lopez,S.,Santos-Preciado,J.I.,Arias,C.F.	Instituto de Biotecnologia, Genetica del Desarrollo y Fisiologia Molecular	Mexico	Mexico		Taboada et al.
KX426263	KX426263.1	GenBank		KIP-75	Asia		2012-05-XX	2016-10-31	2016-10-31	171	Homo sapiens		oronasopharynx		Nandhini,G.,Sujatha,S.	Jawaharlal Institute of Postgraduate Medical Education & Research (JIPMER), Microbiology	India	India		Nandhini et al.
KX447776	KX447776.1	GenBank		guangzhou/2013/01	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447777	KX447777.1	GenBank		guangzhou/2013/02	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447778	KX447778.1	GenBank		guangzhou/2014/03	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2470	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447779	KX447779.1	GenBank		guangzhou/2014/04	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447780	KX447780.1	GenBank		guangzhou/2014/05	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2454	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447781	KX447781.1	GenBank		guangzhou/2014/06	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447782	KX447782.1	GenBank		guangzhou/2014/07	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2470	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447783	KX447783.1	GenBank		guangzhou/2013/08	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2470	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447784	KX447784.1	GenBank		guangzhou/2013/09	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447785	KX447785.1	GenBank		guangzhou/2013/10	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447786	KX447786.1	GenBank		guangzhou/2013/11	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447787	KX447787.1	GenBank		guangzhou/2013/12	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447788	KX447788.1	GenBank		guangzhou/2014/13	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447789	KX447789.1	GenBank		guangzhou/2013/14	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX447790	KX447790.1	GenBank		guangzhou/2013/15	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.
KX538964	KX538964.1	GenBank		MY-U002/12	Asia		2012-02-22	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538965	KX538965.1	GenBank		MY-U208/12	Asia		2012-03-28	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538966	KX538966.1	GenBank		MY-U236/12	Asia		2012-04-02	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538967	KX538967.1	GenBank		MY-U413/12	Asia		2012-05-02	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538968	KX538968.1	GenBank		MY-U464/12	Asia		2012-05-09	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538969	KX538969.1	GenBank		MY-U523/12	Asia		2012-05-18	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538970	KX538970.1	GenBank		MY-U710/12	Asia		2012-06-20	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538971	KX538971.1	GenBank		MY-U732/12	Asia		2012-06-25	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538972	KX538972.1	GenBank		MY-U774/12	Asia		2012-07-04	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538973	KX538973.1	GenBank		MY-U868/12	Asia		2012-07-16	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538974	KX538974.1	GenBank		MY-U945/12	Asia		2012-08-01	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538975	KX538975.1	GenBank		MY-U1024/12	Asia		2012-08-24	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538976	KX538976.1	GenBank		MY-U1057/12	Asia		2012-08-27	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538977	KX538977.1	GenBank		MY-U1140/12	Asia		2012-09-10	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538978	KX538978.1	GenBank		MY-U1758/13	Asia		2013-01-02	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX538979	KX538979.1	GenBank		MY-U1975/13	Asia		2013-02-15	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.
KX898511	KX898511.1	GenBank		PREDICT_13QY015	Asia		2013-XX-XX	2019-06-02	2019-06-02	341	Homo sapiens		oronasopharynx			Guangdong Center for Disease Control	China	China		?
KY014281	KY014281.1	GenBank		2002-04	Europe		2002-XX-XX	2017-11-04	2017-11-04	30602	Homo sapiens				Kin,N.,Leperchois,M.,Diancourt,L.,Caro,V.,Ar Gouilh,M.,Vabret,A.	University of Caen Normandy, U2RM	France	France		Kin et al.
KY014282	KY014282.1	GenBank		2007-09	Europe		2007-XX-XX	2017-11-04	2017-11-04	30659	Homo sapiens				Kin,N.,Leperchois,M.,Diancourt,L.,Caro,V.,Ar Gouilh,M.,Vabret,A.	University of Caen Normandy, U2RM	France	France		Kin et al.
KY369905	KY369905.1	GenBank		KY369905	North America		2016-XX-XX	2017-01-16	2020-02-21	30581	Homo sapiens				Greninger,A.L.,Makhsous,N.,Kuypers,J.M.,Shean,R.C.,Jerome,K.R.	UW, Lab Medicine	USA	USA		Greninger et al.
KY369906	KY369906.1	GenBank		KY369906	North America		2016-XX-XX	2017-01-16	2020-02-21	30689	Homo sapiens				Greninger,A.L.,Makhsous,N.,Kuypers,J.M.,Shean,R.C.,Jerome,K.R.	UW, Lab Medicine	USA	USA		Greninger et al.
KY369907	KY369907.1	GenBank	SRR19134711	KY369907	North America		2016-XX-XX	2017-01-16	2022-05-10	30725	Homo sapiens			SAMN28125224	Greninger,A.L.,Makhsous,N.,Kuypers,J.M.,Shean,R.C.,Jerome,K.R.	UW, Lab Medicine	USA	USA		Greninger et al.
KY554972	KY554972.1	GenBank		KY554972	North America		2016-XX-XX	2017-04-09	2021-04-19	30710	Homo sapiens				Ogimi,C.,Greninger,A.L.,Waghmare,A.A.,Kuypers,J.M.,Shean,R.C.,Xie,H.,Leisenring,W.M.,Stevens-Ayers,T.L.,Jerome,K.R.,Englund,J.A.,Boeckh,M.	UW, Lab Medicine	USA	USA		Ogimi et al.
KY554973	KY554973.1	GenBank		KY554973	North America		2016-XX-XX	2017-04-09	2017-04-09	30713	Homo sapiens				Greninger,A.L.,Ogimi,C.,Shean,R.C.,Jerome,K.R.	UW, Lab Medicine	USA	USA		Greninger et al.
